형태소,품사,분류,카운트
간통죄,Noun,1,14
간통죄,Noun,4,1
간통죄,Noun,10,1
간하면,Verb,1,1
간혹,Noun,7,1
갇혀,Verb,10,1
갇혀진,Verb,4,1
갇히게,Verb,9,1
갈,Verb,7,1
갈,Verb,8,1
갈,Verb,10,2
갈거,Verb,10,1
갈게요,Verb,10,1
갈구,Verb,1,1
갈구의,Verb,9,1
갈구하고,Verb,8,1
갈길,Verb,1,1
갈까,Verb,1,1
갈데,Verb,1,1
갈데까지,Verb,1,1
갈등,Noun,8,1
갈등,Noun,9,1
갈등,Noun,10,1
갈리,Noun,9,1
갈리겠지만,Verb,9,1
갈리긴,Verb,3,1
갈리는,Verb,10,1
갈리던,Verb,9,1
갈망,Noun,1,1
갈망,Noun,7,1
갈수록,Noun,1,1
갈수록,Noun,5,1
갈수록,Noun,6,2
갈수록,Noun,8,2
갈수록,Noun,10,1
갈아,Adverb,9,1
갈은,Verb,10,1
갈증,Noun,10,1
갈지,Verb,1,1
갈채,Noun,5,1
감,Noun,1,8
감,Noun,2,1
감,Noun,5,1
감,Noun,7,3
감,Noun,8,5
감,Noun,9,3
감,Noun,10,8
감각,Noun,1,2
감각,Noun,2,1
감각,Noun,5,1
감각,Noun,8,3
감각,Noun,10,2
감당,Noun,8,1
감도,Verb,7,2
감도,Verb,10,1
감도는,Verb,9,1
감독,Noun,1,137
감독,Noun,2,13
감독,Noun,3,8
감독,Noun,4,10
감독,Noun,5,20
감독,Noun,6,13
감독,Noun,7,42
감독,Noun,8,86
감독,Noun,9,90
감독,Noun,10,145
감동,Noun,1,4
감동,Noun,6,3
감동,Noun,7,1
감동,Noun,8,3
감동,Noun,9,5
감동,Noun,10,5
감명,Noun,1,2
감명,Noun,8,1
감명,Noun,9,1
감사,Noun,10,1
감사하다,Verb,9,1
감사하다,Verb,10,1
감사합니다,Verb,8,1
감사합니다,Verb,9,1
감사합니다,Verb,10,2
감사해라,Verb,1,1
감사히,Adverb,8,1
감상,Noun,4,4
감상,Noun,5,2
감상,Noun,8,1
감상,Noun,9,1
감상,Noun,10,4
감성,Noun,1,4
감성,Noun,2,1
감성,Noun,8,1
감성,Noun,9,3
감성,Noun,10,5
감수,Noun,1,1
감수성,Noun,1,1
감수성,Noun,10,2
감싸,Verb,1,1
감싸주는,Verb,1,1
감안,Noun,10,2
감았을,Verb,1,1
감옥,Noun,1,1
감은,Verb,8,1
감은있습니다만,Verb,7,1
감있게,Verb,9,1
감있다,Verb,10,1
감정,Noun,1,8
감정,Noun,2,2
감정,Noun,3,1
감정,Noun,4,2
감정,Noun,5,3
감정,Noun,6,1
감정,Noun,7,4
감정,Noun,8,12
감정,Noun,9,10
감정,Noun,10,27
감정이입,Noun,6,1
감정이입,Noun,7,1
감정이입,Noun,8,1
감정이입,Noun,9,1
감정이입,Noun,10,3
감질나게,Verb,6,1
감추고,Verb,9,1
감추는것보다,Verb,10,1
감추며,Verb,10,1
감춰진,Verb,6,1
감칠맛,Noun,10,1
감탄,Noun,7,2
감탄,Noun,8,1
감탄,Noun,9,4
감탄,Noun,10,5
감회,Noun,8,1
감흥,Noun,1,2
감흥,Noun,6,1
감흥,Noun,7,1
감히,Noun,1,2
감히,Noun,7,1
감히,Noun,10,3
갑,Noun,7,1
갑,Noun,8,1
갑니다,Verb,1,2
갑니다,Verb,10,5
갑니다만,Verb,1,1
갑시다,Verb,1,1
갑자기,Noun,5,1
갑자기,Noun,8,1
갑자기,Noun,9,1
갑자기,Noun,10,2
값,Noun,1,1
값,Noun,9,1
갓,Modifier,9,2
갓난,Noun,6,1
갔는데,Verb,1,1
갔는데,Verb,3,1
갔는데,Verb,7,1
갔는데,Verb,10,1
갔다,Verb,7,1
갔다,Verb,8,3
갔다,Verb,10,1
갔다리,Verb,7,1
갔었다,Verb,10,1
갔을까,Verb,5,1
갔음에도,Verb,3,1
강,Noun,10,3
강력범죄,Noun,10,1
강렬하고,Adjective,8,1
강릉,Noun,8,2
강릉,Noun,10,2
강박,Noun,8,1
강약,Noun,10,1
강요,Noun,1,3
강요,Noun,9,1
강원도,Noun,8,1
강원도,Noun,10,1
강의,Noun,7,1
강점,Noun,6,1
강점,Noun,10,1
강추,Noun,10,4
강하게,Adjective,10,1
강하네요,Adjective,8,1
강하다,Adjective,1,1
강한,Adjective,4,1
강한,Adjective,9,1
강할,Adjective,10,1
강해서,Adjective,1,1
갖게,Verb,10,2
갖게하는,Verb,7,1
갖고,Verb,1,1
갖고,Verb,10,1
갖는다,Verb,9,1
갖은,Noun,1,1
갖지도,Verb,1,1
갖추고,Verb,1,1
갖추기,Verb,10,1
갖추었네요,Verb,9,1
갖춘,Verb,1,1
갖춘,Verb,8,1
갖춰,Verb,8,1
같,Adjective,1,2
같고,Adjective,1,11
같고,Adjective,2,1
같고,Adjective,4,2
같고,Adjective,5,1
같고,Adjective,6,1
같고,Adjective,7,1
같고,Adjective,8,2
같군,Adjective,9,1
같기,Adjective,9,1
같기도,Adjective,6,1
같기도,Adjective,7,2
같기도,Adjective,8,2
같기도,Adjective,9,1
같기도,Adjective,10,2
같냐,Adjective,1,1
같네,Adjective,1,1
같네,Adjective,10,1
같네요,Adjective,1,5
같네요,Adjective,8,3
같네요,Adjective,9,1
같네요,Adjective,10,4
같다,Adjective,1,9
같다,Adjective,2,2
같다,Adjective,4,3
같다,Adjective,5,4
같다,Adjective,6,7
같다,Adjective,7,8
같다,Adjective,8,14
같다,Adjective,9,12
같다,Adjective,10,15
같다거울,Adjective,8,1
같다고,Adjective,1,1
같다고,Adjective,10,1
같다는,Adjective,6,1
같다는,Adjective,8,3
같다는,Adjective,10,1
같다는것을,Adjective,9,1
같다라,Adjective,1,1
같다여,Adjective,7,1
같단,Adjective,10,1
같던데,Adjective,1,1
같습니다,Adjective,1,1
같습니다,Adjective,5,1
같습니다,Adjective,8,3
같습니다,Adjective,9,2
같습니다,Adjective,10,1
같아,Adjective,1,6
같아,Adjective,4,1
같아,Adjective,7,2
같아,Adjective,8,1
같아,Adjective,10,2
같아서,Adjective,1,4
같아서,Adjective,6,1
같아서,Adjective,8,2
같아서,Adjective,10,4
같아요,Adjective,1,5
같아요,Adjective,2,1
같아요,Adjective,5,2
같아요,Adjective,7,1
같아요,Adjective,8,7
같아요,Adjective,9,9
같아요,Adjective,10,17
같았는데,Adjective,9,1
같았는데,Adjective,10,2
같았다,Adjective,1,1
같았다,Adjective,7,1
같았다,Adjective,8,2
같았다,Adjective,9,4
같았다,Adjective,10,2
같았던,Adjective,9,1
같았던,Adjective,10,1
같았습니다,Adjective,5,1
같았습니다,Adjective,7,1
같았습니다,Adjective,10,1
같았음,Adjective,10,1
같았지만,Adjective,9,1
같으면서,Adjective,8,1
같으면서,Adjective,9,1
같으면서도,Adjective,7,1
같으면서도,Adjective,9,1
같은,Adjective,1,37
같은,Adjective,2,2
같은,Adjective,4,2
같은,Adjective,5,1
같은,Adjective,6,7
같은,Adjective,7,10
같은,Adjective,8,26
같은,Adjective,9,19
같은,Adjective,10,22
같은거,Adjective,1,1
같은것,Adjective,8,1
같은것만,Adjective,1,1
같은것으로,Adjective,10,1
같은게,Adjective,9,1
같은데,Adjective,1,3
같은데,Adjective,3,1
같은데,Adjective,4,2
같은데,Adjective,7,1
같은데,Adjective,8,2
같은데,Adjective,10,4
같은데요,Adjective,1,1
같은듯,Adjective,8,2
같음,Adjective,1,5
같음,Adjective,2,1
같음,Adjective,5,2
같음,Adjective,6,1
같음,Adjective,8,4
같음,Adjective,9,3
같음,Adjective,10,1
같이,Adverb,1,12
같이,Adverb,2,1
같이,Adverb,7,1
같이,Adverb,8,1
같이,Adverb,9,2
같이,Adverb,10,4
같이,Josa,1,4
같이,Josa,2,1
같이,Josa,4,1
같이,Josa,8,1
같이,Josa,9,1
같잖고,Adjective,1,1
같잖은,Adjective,1,1
같지,Adjective,1,1
같지,Adjective,3,1
같지,Adjective,7,1
같지,Adjective,8,2
같지,Adjective,9,1
같지,Adjective,10,4
같지도,Adjective,1,2
같지만,Adjective,7,1
같지만,Adjective,8,3
같지만,Adjective,9,2
같지만,Adjective,10,4
같진,Adjective,3,1
같진,Adjective,7,1
갚은,Verb,10,1
개,Noun,1,16
개,Noun,2,3
개,Noun,3,1
개,Noun,8,3
개,Noun,9,3
개,Noun,10,11
개개인,Noun,8,1
개관,Noun,1,1
개그,Noun,8,1
개그,Noun,9,3
개극혐,Noun,8,1
개념,Noun,1,1
개념,Noun,10,2
개노답,Verb,1,2
개는,Verb,1,5
개도,Noun,1,5
개도아까,Verb,1,1
개돼지,Noun,1,1
개돼지,Noun,8,1
개돼지,Noun,9,1
개돼지,Noun,10,2
개똥,Noun,1,3
개똥이,Noun,1,1
개래요,Verb,8,1
개미지옥,Noun,8,1
개봉,Noun,1,10
개봉,Noun,7,1
개봉,Noun,8,1
개봉,Noun,9,2
개봉,Noun,10,1
개봉관,Noun,10,1
개봉일,Noun,8,1
개뼉다귀,Noun,1,1
개뿔,Noun,1,2
개뿔,Noun,10,1
개성,Noun,4,1
개성,Noun,7,1
개성,Noun,8,1
개성,Noun,10,1
개수,Noun,1,2
개수,Noun,5,1
개수,Noun,7,1
개악,Noun,1,1
개암,Noun,1,1
개연,Noun,2,1
개요,Noun,4,1
개운하지,Adjective,6,1
개운해진다,Adjective,9,1
개인,Noun,1,6
개인,Noun,2,2
개인,Noun,3,1
개인,Noun,5,1
개인,Noun,6,3
개인,Noun,7,6
개인,Noun,8,6
개인,Noun,9,8
개인,Noun,10,18
개입,Noun,1,1
개입,Noun,9,1
개잘,Verb,1,1
개체,Noun,8,1
개탄,Noun,10,1
개티즌들,Noun,9,1
개판,Noun,1,1
객,Noun,1,1
객관,Noun,5,1
객관,Noun,7,1
객관,Noun,8,1
객관,Noun,9,3
객관,Noun,10,2
객체,Noun,7,1
객체,Noun,9,1
갠,Noun,6,1
갠,Noun,9,1
갭이,Verb,5,1
갱신,Noun,1,1
걍,Adverb,1,10
걍,Adverb,3,1
걍,Adverb,7,1
걍,Adverb,8,1
걍,Adverb,9,1
걍,Adverb,10,2
걔,Noun,1,2
걔,Noun,10,1
거,Noun,1,37
거,Noun,4,1
거,Noun,5,3
거,Noun,6,2
거,Noun,7,5
거,Noun,8,5
거,Noun,9,5
거,Noun,10,16
거구,Noun,1,1
거구,Noun,6,1
거구,Noun,7,1
거기,Noun,1,4
거기,Noun,7,1
거기,Noun,8,2
거기,Noun,9,2
거기,Noun,10,1
거꾸로,Noun,1,1
거나,Noun,1,2
거나,Noun,8,1
거나,Noun,9,1
거대한,Adjective,10,1
거둘거라고,Verb,1,1
거둬지면,Verb,9,1
거든요,Verb,1,1
거든요,Verb,9,1
거들,Verb,10,1
거란,Noun,8,1
거려,Noun,10,1
거론,Noun,1,1
거르,Noun,1,1
거르는데,Noun,10,1
거리,Noun,1,4
거리,Noun,2,1
거리,Noun,7,3
거리,Noun,8,7
거리,Noun,9,1
거리,Noun,10,7
거릴,Noun,10,1
거머,Noun,1,1
거뭐,Noun,10,1
거부,Noun,1,1
거부,Noun,6,1
거부,Noun,9,2
거부,Noun,10,1
거북하게,Adjective,1,1
거슬러가,Noun,9,1
거슬렸다,Verb,1,1
거슬렸음,Verb,6,1
거슬린다,Verb,9,1
거야,Eomi,8,1
거울,Noun,8,1
거의,Noun,1,1
거의,Noun,4,1
거의,Noun,5,2
거의,Noun,6,1
거의,Noun,7,2
거의,Noun,8,1
거의,Noun,9,1
거의,Noun,10,1
거임,Noun,1,1
거장,Noun,1,1
거장,Noun,10,1
거지,Noun,1,2
거지,Noun,7,1
거지,Noun,10,2
거지같은,Adjective,1,1
거짓,Noun,1,1
거짓,Noun,5,1
거짓,Noun,6,1
거짓,Noun,7,3
거짓,Noun,8,1
거짓,Noun,10,1
거짓말,Noun,8,1
거짓말,Noun,10,2
거창하지만,Adjective,10,1
거창한거,Adjective,10,1
거침,Verb,8,1
거품,Noun,1,1
거품,Noun,7,1
거품,Noun,9,1
걱정,Noun,1,1
걱정,Noun,7,1
걱정,Noun,8,1
건,Noun,1,7
건,Noun,3,3
건,Noun,4,4
건,Noun,5,3
건,Noun,6,2
건,Noun,7,3
건,Noun,8,6
건,Noun,9,4
건,Noun,10,8
건가,Noun,1,10
건가,Noun,2,1
건가,Noun,3,3
건가,Noun,4,1
건가,Noun,6,2
건가,Noun,7,2
건가,Noun,8,2
건가,Noun,9,4
건가,Noun,10,5
건강하세요,Adjective,10,1
건강한,Adjective,1,1
건널목,Noun,2,1
건데,Eomi,1,1
건데,Eomi,9,1
건드리는,Verb,7,1
건아,Noun,1,2
건전한,Adjective,1,1
건조하게,Adjective,8,1
건조하고,Adjective,1,1
건지,Verb,1,13
건지,Verb,2,3
건지,Verb,3,1
건지,Verb,5,3
건지,Verb,6,7
건지,Verb,8,4
건지,Verb,9,3
건지,Verb,10,4
건지는,Verb,1,1
건질,Verb,1,1
걷는,Verb,9,1
걷어,Verb,9,1
걸,Noun,1,41
걸,Noun,3,2
걸,Noun,4,1
걸,Noun,5,1
걸,Noun,6,2
걸,Noun,7,4
걸,Noun,8,4
걸,Noun,9,10
걸,Noun,10,5
걸고,Verb,1,1
걸까,Verb,1,2
걸까,Verb,2,1
걸까,Verb,4,1
걸까,Verb,7,3
걸까,Verb,9,2
걸까,Verb,10,1
걸레,Noun,1,2
걸레,Noun,2,1
걸려있거,Verb,1,1
걸렸냐,Verb,5,1
걸로,Noun,1,1
걸론,Noun,1,1
걸리,Verb,8,1
걸린,Verb,1,5
걸린,Verb,8,1
걸림,Verb,8,1
걸어,Verb,1,1
걸어,Verb,7,1
걸어,Verb,9,1
걸어,Verb,10,1
걸어가는,Verb,7,2
걸어가는,Verb,8,1
걸어요,Verb,10,1
걸작,Noun,9,1
걸쳐,Verb,2,1
걸쳐서,Verb,10,1
검색,Noun,1,2
검은걸,Adjective,3,1
검정,Noun,5,1
검토,Noun,9,1
겁,Noun,8,1
겁,Noun,10,1
겁나,Verb,1,2
겁니다,Verb,1,2
겁니다,Verb,10,1
것,Noun,1,81
것,Noun,2,5
것,Noun,3,2
것,Noun,4,3
것,Noun,5,5
것,Noun,6,20
것,Noun,7,32
것,Noun,8,80
것,Noun,9,62
것,Noun,10,83
것일,Noun,1,1
것일,Noun,9,1
겉,Noun,9,1
겉,Noun,10,1
겉도,Noun,9,1
게,Josa,1,43
게,Josa,2,2
게,Josa,3,1
게,Josa,4,3
게,Josa,5,2
게,Josa,6,4
게,Josa,7,3
게,Josa,8,16
게,Josa,9,13
게,Josa,10,21
게,Noun,1,11
게,Noun,3,1
게,Noun,4,1
게,Noun,5,1
게,Noun,6,1
게,Noun,7,5
게,Noun,8,3
게,Noun,9,2
게,Noun,10,7
게다,Noun,1,1
게다가,Noun,5,1
게다가,Noun,10,1
게임,Noun,9,1
겐,Noun,8,1
겜,Noun,6,1
겟,Noun,1,1
겠네,Verb,1,2
겠죠,Verb,9,1
겠죠,Verb,10,1
겠지,Verb,1,2
겠지만,Verb,1,1
겠지만,Verb,4,1
겠지만,Verb,10,1
겠지요,Verb,9,1
겨,Noun,1,5
겨를,Noun,5,1
겨우,Noun,3,1
겨울,Noun,8,5
겨울,Noun,9,1
겨울,Noun,10,9
격,Noun,1,1
격어본,Noun,7,1
격정,Noun,9,1
겪기를,Verb,1,1
겪는,Verb,8,1
겪어,Verb,10,1
겪으시고,Verb,1,1
견,Noun,10,1
견뎌내면,Verb,6,1
견뎌내야지,Verb,9,1
견뎌야,Verb,9,1
견도,Noun,9,1
견디는,Verb,8,1
견디면,Verb,8,1
결,Noun,7,1
결,Noun,8,1
결과,Noun,1,2
결과,Noun,3,1
결과,Noun,6,1
결과,Noun,7,4
결과,Noun,8,5
결과,Noun,9,3
결과,Noun,10,2
결과물,Noun,1,2
결과물,Noun,3,1
결과물,Noun,9,1
결국,Adverb,1,7
결국,Adverb,2,1
결국,Adverb,6,1
결국,Adverb,7,1
결국,Adverb,8,9
결국,Adverb,9,7
결국,Adverb,10,3
결론,Noun,8,5
결말,Noun,1,1
결말,Noun,5,1
결말,Noun,6,2
결말,Noun,8,4
결말,Noun,9,2
결말,Noun,10,1
결벽,Noun,7,1
결별,Noun,8,1
결심,Noun,7,1
결여,Noun,1,1
결여,Noun,5,1
결여,Noun,9,1
결여,Noun,10,1
결점,Noun,1,1
결정,Noun,1,1
결정,Noun,8,1
결정,Noun,9,1
결정,Noun,10,2
결코,Noun,1,1
결코,Noun,8,1
결코,Noun,9,2
결함,Noun,1,1
결혼,Noun,1,11
결혼,Noun,3,1
결혼,Noun,6,1
결혼,Noun,8,3
결혼,Noun,9,1
결혼,Noun,10,9
겸,Noun,1,1
겸손하게,Adjective,1,1
겸손해지겠습니다,Adjective,10,1
겹,Noun,6,2
겹,Noun,8,1
겹,Noun,9,1
겹,Noun,10,2
경,Modifier,4,1
경,Modifier,7,2
경,Modifier,10,2
경,Noun,10,1
경계,Noun,1,1
경계,Noun,7,2
경계,Noun,8,2
경계,Noun,10,1
경로,Noun,5,1
경멸,Noun,1,1
경악,Noun,1,1
경우,Noun,1,1
경우,Noun,10,2
경의,Noun,8,1
경의,Noun,10,1
경제,Noun,1,1
경종,Noun,1,1
경종,Noun,10,1
경지,Noun,9,1
경치,Noun,9,1
경쾌하면서,Adjective,8,1
경향,Noun,9,1
경험,Noun,1,2
경험,Noun,6,1
경험,Noun,7,3
경험,Noun,8,2
경험,Noun,9,5
경험,Noun,10,3
곁,Noun,10,1
곁가지,Noun,10,1
계,Noun,9,1
계,Suffix,8,2
계,Suffix,10,1
계기,Noun,10,1
계단,Noun,2,1
계단,Noun,10,2
계몽영화,Noun,10,1
계보,Noun,10,1
계산,Noun,7,1
계세,Noun,10,1
계속,Noun,1,6
계속,Noun,2,1
계속,Noun,3,1
계속,Noun,5,1
계속,Noun,7,2
계속,Noun,8,14
계속,Noun,9,15
계속,Noun,10,13
계신,Adjective,1,1
계장,Noun,9,1
계정,Noun,1,1
계획,Noun,10,1
고,Josa,1,48
고,Josa,2,5
고,Josa,4,3
고,Josa,5,6
고,Josa,6,3
고,Josa,7,11
고,Josa,8,18
고,Josa,9,15
고,Josa,10,28
고,Modifier,2,1
고,Modifier,8,1
고,Noun,8,1
고,Noun,10,5
고개,Noun,1,1
고개,Noun,2,1
고개,Noun,10,2
고결하고,Adjective,7,1
고고,Noun,1,2
고급,Noun,8,1
고급스럽고,Adjective,8,1
고기,Noun,8,1
고난,Noun,1,1
고내가,Adjective,1,1
고뇌,Noun,1,1
고뇌,Noun,8,2
고뇌,Noun,9,1
고단,Noun,9,1
고도,Noun,1,1
고독,Noun,1,1
고독,Noun,6,2
고독,Noun,7,2
고독,Noun,8,6
고독,Noun,9,3
고독,Noun,10,4
고독감,Noun,8,1
고등학생,Noun,1,1
고등학생,Noun,10,1
고로,Noun,1,1
고로,Noun,9,1
고르는,Verb,9,1
고를,Verb,1,1
고리타분함에,Adjective,10,1
고립,Noun,1,1
고마,Noun,4,1
고마울,Adjective,10,1
고마워,Adjective,10,1
고마워요,Adjective,10,2
고만,Eomi,8,1
고만,Modifier,1,1
고맙습니다,Adjective,8,1
고맙습니다,Adjective,9,1
고문,Noun,1,1
고민,Noun,1,1
고민,Noun,5,1
고민,Noun,6,1
고민,Noun,7,1
고민,Noun,8,2
고민,Noun,10,2
고발,Noun,1,1
고백,Noun,1,3
고백,Noun,6,2
고백,Noun,7,2
고백,Noun,8,5
고백,Noun,9,2
고백,Noun,10,1
고상하다고,Adjective,9,1
고상한,Adjective,8,1
고상한,Adjective,9,1
고상한지,Adjective,8,1
고생,Noun,1,2
고생,Noun,7,2
고생,Noun,10,2
고수,Noun,8,1
고스,Noun,5,1
고스,Noun,6,1
고스,Noun,9,2
고스,Noun,10,3
고스톱,Noun,1,1
고시,Noun,10,1
고아,Noun,1,1
고아라,Noun,3,1
고아성,Noun,1,4
고아성,Noun,7,2
고아성,Noun,8,3
고역,Noun,2,1
고요,Noun,1,1
고유,Noun,7,1
고유,Noun,10,1
고유명사,Noun,10,1
고자,Noun,7,1
고작,Noun,1,2
고전,Noun,9,1
고정,Noun,9,1
고집,Noun,1,1
고찰,Noun,8,1
고추,Noun,5,2
고침,Verb,1,1
고통,Noun,1,3
고통,Noun,8,1
고통,Noun,10,2
고통스러울,Adjective,1,1
고통스럽고,Adjective,5,1
고프네요,Adjective,10,1
고프다,Adjective,10,1
고함,Noun,10,1
고현정,Noun,2,1
곡성,Noun,10,1
곤,Noun,8,1
곧,Noun,1,2
곧,Noun,9,2
곧,Noun,10,2
골,Noun,8,2
골,Noun,9,1
골,Noun,10,1
골고,Verb,6,1
골라내라,Verb,6,1
골수,Noun,1,1
곰,Noun,8,2
곰,Noun,10,1
곱,Noun,1,2
곱,Noun,2,1
곱,Noun,10,1
곱셈,Noun,7,1
곱씹,Verb,9,1
곱씹게,Verb,6,1
곱씹게,Verb,7,1
곱씹고,Verb,8,1
곱씹는,Verb,10,1
곱씹어,Verb,5,1
곱씹어,Verb,6,1
곱씹어,Verb,8,1
곱씹어,Verb,9,1
곱씹어,Verb,10,2
곱씹었던,Verb,1,1
곱씹을,Verb,10,1
곱씹을수있는,Verb,9,1
곳,Noun,1,5
곳,Noun,3,1
곳,Noun,6,1
곳,Noun,8,6
곳,Noun,10,6
곳임,Noun,8,2
곳임,Noun,10,1
공,Modifier,5,1
공간,Noun,8,3
공감,Noun,1,9
공감,Noun,3,4
공감,Noun,6,6
공감,Noun,7,1
공감,Noun,8,7
공감,Noun,9,8
공감,Noun,10,8
공개,Noun,1,1
공격,Noun,8,1
공격성,Noun,6,1
공고,Noun,1,1
공공,Modifier,1,1
공과,Noun,1,4
공과,Noun,9,1
공과,Noun,10,2
공기,Noun,1,1
공기,Noun,7,1
공략,Noun,8,1
공백,Noun,9,1
공부,Noun,1,2
공부,Noun,8,1
공상,Noun,1,1
공식,Noun,1,2
공식,Noun,9,1
공연장,Noun,10,1
공인,Noun,1,1
공인,Noun,9,1
공존,Noun,8,1
공존,Noun,10,1
공중,Noun,8,1
공짜,Noun,1,1
공통,Noun,10,1
공포영화,Noun,1,1
공해,Noun,1,1
공허,Noun,8,1
공허하게,Adjective,8,1
공허하다,Adjective,8,1
공허한,Adjective,1,1
공허한,Adjective,10,1
공허한것,Adjective,1,1
공허함과,Adjective,8,1
공허함을,Adjective,7,1
공화국,Noun,1,1
과,Josa,1,45
과,Josa,2,5
과,Josa,3,1
과,Josa,4,5
과,Josa,5,7
과,Josa,6,15
과,Josa,7,30
과,Josa,8,56
과,Josa,9,48
과,Josa,10,81
과,Noun,1,2
과,Noun,2,1
과,Noun,6,2
과,Noun,7,1
과,Noun,8,3
과,Noun,9,4
과,Noun,10,2
과거,Noun,1,4
과거,Noun,5,1
과거,Noun,7,1
과거,Noun,8,2
과거,Noun,9,5
과거,Noun,10,4
과는,Josa,1,1
과는,Josa,5,2
과는,Josa,6,1
과는,Josa,9,1
과는,Josa,10,1
과대,Noun,1,1
과대,Noun,3,1
과대,Noun,6,1
과도,Josa,10,2
과시,Noun,8,1
과연,Noun,1,4
과연,Noun,6,1
과연,Noun,9,5
과연,Noun,10,1
과의,Josa,1,1
과잉,Noun,2,1
과잉,Noun,3,1
과잉,Noun,9,1
과장,Noun,7,1
과장,Noun,10,1
과정,Noun,1,1
과정,Noun,5,1
과정,Noun,8,2
과정,Noun,9,2
과정,Noun,10,1
관,Noun,1,2
관,Noun,3,2
관,Noun,6,2
관,Noun,7,2
관,Noun,8,6
관,Noun,9,5
관,Noun,10,11
관객,Noun,1,14
관객,Noun,2,1
관객,Noun,3,1
관객,Noun,5,1
관객,Noun,6,2
관객,Noun,7,5
관객,Noun,8,6
관객,Noun,9,11
관객,Noun,10,10
관객수,Noun,1,3
관계,Noun,1,5
관계,Noun,5,1
관계,Noun,7,2
관계,Noun,8,8
관계,Noun,9,10
관계,Noun,10,5
관계없이,Adverb,1,1
관계없이,Adverb,9,1
관계없이,Adverb,10,1
관광지,Noun,8,1
관념,Noun,6,1
관대한,Adjective,6,1
관람,Noun,1,8
관람,Noun,2,1
관람,Noun,5,2
관람,Noun,7,3
관람,Noun,8,2
관람,Noun,9,2
관람,Noun,10,4
관람객,Noun,1,3
관람객,Noun,2,1
관람객,Noun,5,1
관람객,Noun,9,1
관람객,Noun,10,2
관리,Noun,1,7
관리,Noun,10,1
관세음보살,Noun,2,1
관심,Noun,1,6
관심,Noun,2,1
관심,Noun,6,2
관심,Noun,7,1
관심,Noun,8,4
관심,Noun,9,1
관심,Noun,10,3
관음,Noun,3,1
관전,Noun,8,1
관점,Noun,7,3
관점,Noun,8,1
관점,Noun,9,2
관점,Noun,10,2
관좀,Noun,7,1
관좀,Noun,9,1
관좀,Noun,10,2
관종,Noun,2,1
관중,Noun,7,1
관찰,Noun,9,1
관찰,Noun,10,3
관통,Noun,3,1
광경,Noun,8,1
광고,Noun,1,1
광고,Noun,6,1
광박,Noun,1,1
광범위하다고,Adjective,10,1
광복절,Noun,8,1
광분해,Noun,10,1
광팬,Noun,10,1
괘,Noun,5,1
괘씸한,Adjective,7,1
괜시리,Noun,1,1
괜찮,Adjective,8,1
괜찮게,Adjective,8,1
괜찮고,Adjective,8,1
괜찮냐고,Adjective,7,1
괜찮네,Adjective,8,1
괜찮네요,Adjective,8,1
괜찮다,Adjective,2,1
괜찮다,Adjective,7,1
괜찮다,Adjective,8,1
괜찮다고,Adjective,1,1
괜찮다며,Adjective,7,1
괜찮던데,Adjective,8,1
괜찮았는데,Adjective,2,1
괜찮았다,Adjective,8,2
괜찮았던,Adjective,7,1
괜찮았어요,Adjective,7,1
괜찮았어요,Adjective,8,1
괜찮았어요,Adjective,10,1
괜찮았음,Adjective,9,1
괜찮았음,Adjective,10,1
괜찮은,Adjective,1,1
괜찮은,Adjective,6,1
괜찮은,Adjective,8,5
괜찮은,Adjective,10,3
괜찮을까,Adjective,8,1
괜찮음,Adjective,6,1
괜찮음,Adjective,7,1
괜챃다,Noun,8,1
괜히,Adverb,9,1
괴로움,Noun,10,1
괴롭겠구나,Adjective,8,1
괴롭다,Adjective,1,1
괴리,Noun,8,1
괴리감,Noun,1,1
괴물,Noun,1,2
괴물,Noun,6,1
괴물,Noun,8,1
굉장한,Adjective,6,1
굉장했다,Adjective,10,2
굉장히,Adjective,1,1
굉장히,Adjective,3,1
굉장히,Adjective,4,1
굉장히,Adjective,7,3
굉장히,Adjective,8,4
굉장히,Adjective,9,1
굉장히,Adjective,10,1
교감,Noun,8,1
교과서,Noun,9,1
교도소,Noun,10,1
교육,Noun,1,1
교차,Noun,7,1
교차,Noun,10,1
교착,Noun,10,1
교활한,Adjective,5,1
교훈,Noun,5,1
교훈,Noun,6,1
교훈,Noun,8,1
구,Modifier,1,2
구,Modifier,7,1
구,Modifier,9,1
구,Noun,6,2
구,Noun,9,1
구간,Noun,8,1
구걸,Noun,8,1
구구절,Noun,1,1
구나,Noun,1,2
구나,Noun,8,1
구나,Noun,9,1
구도,Noun,1,2
구도,Noun,8,1
구려,Noun,1,1
구려,Noun,6,1
구름,Noun,9,1
구만,Noun,1,1
구만,Noun,8,1
구멍,Noun,8,1
구별,Noun,1,2
구별,Noun,9,1
구별,Noun,10,1
구분,Noun,1,4
구분,Noun,5,1
구분,Noun,7,1
구분,Noun,9,1
구분,Noun,10,3
구사,Noun,6,1
구서,Noun,7,1
구석,Noun,10,1
구설수,Noun,10,1
구성,Noun,2,1
구성,Noun,3,1
구성,Noun,4,1
구성,Noun,7,1
구성,Noun,8,2
구성,Noun,9,5
구성,Noun,10,4
구성요소,Noun,1,1
구성원,Noun,1,1
구야,Noun,1,1
구역질,Noun,1,5
구역질,Noun,10,1
구원,Noun,8,1
구절,Noun,10,3
구조,Noun,5,1
구조,Noun,6,1
구조,Noun,8,1
